Ingredient,Vector
phyllo_dough,"[-0.030910095, 0.036861762, 0.0050858776, 0.016702494, -0.053389862, 0.02854781, -0.0027706549, 0.030069206, 0.02747924, 0.040849727, -0.021808932, 0.040312823, 0.048334368, -0.044314817, -0.016708398, 0.040481113, -0.017507395, 0.022992676, 0.03589838, 0.037770618, -0.036071558, -0.00030923894, 0.014276087, -0.00092062744, -0.010839557, 0.044742778, -0.01570566, -0.043192897, -0.041554574, -0.03012594, 0.03722566, 0.0052688327, 0.024123339, 0.022269001, 0.008936594, -0.0053629177, 0.02401693, 0.017442113, 0.016963914, -0.033012908, 0.03887667, -0.046299215, -0.034274086, -0.033135597, 0.023468016, -0.035634816, 0.028315715, -0.024166677, -0.027786871, 0.013782214, -0.029672254, -0.014175134, 0.023200775, 0.006031335, 0.043262083, 0.040780384, 0.035192925, -0.014397798, -0.0012838392, -0.011760028, 0.0054732305, -0.018389381, 0.014448487, -0.036502622, 0.02633427, 0.017711494, -0.027490143, -0.016427506, 0.03626116, 0.007815182, -0.03146803, -0.011781712, 0.03962546, 0.020850819, 0.02184424, 0.040666603, 0.030189607, -0.006913676, 0.039451983, -0.014610037, 0.036809932, 0.0361492, 0.036068927, 0.041425496, -0.008434271, 0.02519528, -0.034203943, -0.035222154, 0.045162123, -0.038270187, -0.0023377896, -0.023957428, -0.028508008, 0.023706911, -0.044410918, 0.016944349, 0.0029286684, 0.047014944, 0.04052537, 0.016979096]"
canola,"[-0.02140602, 0.033914175, 0.017062178, 0.014639419, -0.035571516, 0.02216709, 0.024282325, 0.03283965, 0.020560028, 0.03558578, -0.02212216, 0.033244893, 0.037095036, -0.032945964, -0.013756413, 0.039433092, -0.019516911, 0.013869931, 0.01777432, 0.030689238, -0.0330196, -0.016369887, 0.017441733, -0.021492895, -0.0246044, 0.02377978, -0.006128976, -0.030056525, -0.035882838, -0.031860273, 0.026331557, -0.0034242363, 0.039031584, 0.014667498, 0.020654544, -0.02335982, 0.03080994, 0.01428693, 0.0222416, -0.032390215, 0.017296031, -0.025100533, -0.025582915, -0.026494661, 0.030382069, -0.024953147, 0.019666817, -0.015450038, -0.019811714, 0.021377487, -0.019993816, -0.028042011, 0.024289558, 0.0128875235, 0.039253745, 0.024833862, 0.03152329, -0.0329105, -0.0051354193, -0.011787072, -0.017100796, -0.018290618, 0.01255569, -0.034129214, 0.024128977, 0.014333665, -0.018770337, -0.021516403, 0.026332397, 0.008796489, -0.038310338, -0.015761836, 0.020318165, 0.00945196, 0.027865067, 0.03220508, 0.035759028, -0.028882002, 0.024018317, -0.024713796, 0.023863683, 0.036748804, 0.036837485, 0.03291718, -0.01226497, 0.042217728, -0.016322188, -0.025371218, 0.022396952, -0.01782882, -0.0050907885, -0.035149734, -0.030487418, 0.030603793, -0.016632525, 0.02375324, 0.0020656777, 0.03502872, 0.031561878, 0.014402281]"
masa_dough,"[-0.030666638, 0.033161696, 0.009507098, 0.018383084, -0.03428166, 0.022219501, 0.025766345, 0.03155121, 0.040740315, 0.014684774, -0.028650196, 0.022175226, 0.037463382, -0.040191893, -0.023694752, 0.03313664, -0.029394353, 0.033033006, 0.03677784, 0.042280726, -0.023401653, -0.01346738, 0.02468182, -0.016496614, -0.01317563, 0.03844568, -0.028717656, -0.017340984, -0.025525283, -0.031680394, 0.029022593, -0.012205394, 0.024791555, 0.018405575, 0.033191252, -0.017862136, 0.016412929, 0.032205738, 0.01888036, -0.040698126, 0.036317024, -0.03236506, -0.02728258, -0.025456278, 0.01413596, -0.032189388, 0.025982093, -0.026781715, -0.016086692, 0.023368916, -0.023512447, -0.019783154, 0.022383176, 0.00413254, 0.020577915, 0.033295266, 0.024488162, -0.030778056, -0.013047727, -0.021157842, -0.014818273, -0.021384409, 0.02901435, -0.018589066, 0.02035615, 0.016719889, -0.024060322, -0.014589063, 0.030017786, 0.006688751, -0.027081318, -0.010980148, 0.0377681, 0.023653174, 0.029292045, 0.02528378, 0.012602591, -0.013039188, 0.04072201, -0.024946202, 0.03865933, 0.0397867, 0.042202156, 0.021913704, -0.017061811, 0.02121897, -0.02248577, -0.01827913, 0.025154436, -0.023343343, -0.0043313736, -0.017917687, -0.017469134, 0.029513037, -0.023931067, 0.009160549, -0.01329923, 0.039078876, 0.033861145, 0.0108222095]"
tzatziki,"[-0.029699, 0.016063271, 0.01743651, 0.020928117, -0.024744937, 0.022164503, 0.02527595, 0.033868317, 0.030255748, 0.035103317, -0.02069044, 0.016526148, 0.03347592, -0.028772322, -0.027680768, 0.029106446, -0.019061238, 0.030103244, 0.02906307, 0.01956012, -0.03812637, -0.0099396, 0.018558126, -0.015230686, -0.029563673, 0.02510181, -0.028394228, -0.022597075, -0.033567473, -0.028831027, 0.030436423, -0.0228456, 0.029175645, 0.022121962, 0.024798663, -0.01505062, 0.014214904, 0.027199496, 0.023821812, -0.030506559, 0.02402845, -0.015841985, -0.018333295, -0.01854787, 0.017802846, -0.02593088, 0.014532769, -0.029288499, -0.023507576, 0.014151865, -0.020423267, -0.030588537, 0.01719548, 0.008389072, 0.037814848, 0.027240798, 0.029707253, -0.021329409, -0.01693935, -0.019538637, -0.015396187, -0.033996467, 0.029191025, -0.026179645, 0.020197263, 0.019202044, -0.015144497, -0.023288766, 0.03937158, 0.013008159, -0.02487133, -0.032149088, 0.02479119, 0.01981804, 0.01822203, 0.019523049, 0.030090164, -0.028204227, 0.0151488865, -0.020924574, 0.01547838, 0.031701155, 0.021280238, 0.023222389, -0.019226773, 0.023874545, -0.03063829, -0.03208044, 0.017578116, -0.022594547, -0.022368867, -0.024329199, -0.031661294, 0.027006287, -0.027337346, 0.018323755, -0.016037706, 0.020818477, 0.018011667, 0.02483038]"
ditalini_pasta,"[-0.029205017, 0.020243848, 0.03384654, 0.026256328, -0.029056815, 0.02722953, 0.016573228, 0.028334111, 0.024955587, 0.03653747, -0.017843546, 0.031699046, 0.028858474, -0.02667047, -0.01911889, 0.03379749, -0.024136294, 0.028601564, 0.033037137, 0.021087453, -0.01855821, -0.011665698, 0.025231317, -0.013491868, -0.018148215, 0.029576616, -0.01573335, -0.028327674, -0.028928114, -0.025795087, 0.01926702, -0.027807862, 0.022567932, 0.021050291, 0.020418737, -0.024028923, 0.023455372, 0.028540993, 0.010710099, -0.026613211, 0.0313726, -0.035243466, -0.020671384, -0.01846276, 0.025022691, -0.03002334, 0.0296007, -0.019308643, -0.018481271, 0.0221666, -0.029217603, -0.029950097, 0.017464085, 0.023728492, 0.019138943, 0.036032733, 0.03624106, -0.033845697, -0.026721809, -0.033543322, -0.01777732, -0.024673462, 0.026390193, -0.016751844, 0.03274197, 0.019806946, -0.028718937, -0.019738834, 0.035043105, 0.015473279, -0.026084622, -0.024664484, 0.024712596, 0.016742926, 0.018305307, 0.022773342, 0.020747758, -0.030998897, 0.031751987, -0.032079253, 0.031058792, 0.017326364, 0.02736436, 0.022716159, -0.030767644, 0.025705835, -0.03563401, -0.02921965, 0.022609202, -0.035588965, -0.017233968, -0.032480486, -0.0326053, 0.022791088, -0.031972554, 0.025017805, -0.025924224, 0.037107076, 0.021539848, 0.02913274]"
soup,"[-0.031867683, 0.039345685, 0.01304569, 0.018308641, -0.03596903, 0.03306119, 0.00720819, 0.018764213, 0.025692081, 0.034898497, -0.007176445, 0.027604198, 0.03687744, -0.026618779, -0.014625121, 0.017534534, -0.014464682, 0.016703703, 0.03032342, 0.048426606, -0.024981933, -0.018237019, 0.01789035, -0.0047728047, -0.023906136, 0.03162882, -0.030808358, -0.022852188, -0.04221682, -0.027842967, 0.04223539, 0.008563642, 0.014884047, 0.02399341, 0.018041307, -0.022571733, 0.014184297, 0.009844026, 0.010828606, -0.04396648, 0.047998454, -0.029450767, -0.032576796, -0.03424222, 0.006347875, -0.041361067, 0.029453395, -0.03393579, -0.022120804, 0.025576962, -0.020767061, -0.01852319, 0.011666248, 0.018708076, 0.030757284, 0.034000684, 0.033817127, -0.0116386805, -0.013189854, -0.031871293, -0.015359532, -0.022752142, 0.016788187, -0.026488444, 0.020680392, 0.024618719, -0.024897031, -0.009399029, 0.03495564, 0.015683256, -0.04018786, -0.020471066, 0.04159819, 0.027506404, 0.04414511, 0.041969787, 0.01206079, -0.0040944903, 0.0359297, -0.02352735, 0.044860996, 0.040243447, 0.04248513, 0.032374077, -0.014777008, 0.02616352, -0.028143618, -0.03614432, 0.03273003, -0.042478606, -0.02161257, -0.02740013, -0.026220977, 0.02060146, -0.035993606, 0.020240203, -0.0017282389, 0.04698499, 0.018834045, 0.008252136]"
littleneck_clams,"[-0.046529286, 0.042472687, 0.010499845, 0.023802793, -0.03129192, 0.028528916, 0.0032785814, 0.028109673, 0.05219877, 0.025177768, -0.023877317, 0.04797947, 0.052774314, -0.043166425, -0.022733761, 0.023022838, -0.02505184, 0.02367098, 0.040584166, 0.055781037, -0.03033505, -0.014382179, 0.014546463, 0.0168835, -0.015584831, 0.056047004, -0.016384404, -0.042167205, -0.04618829, -0.02568657, 0.032995608, 0.031386156, 0.03151367, 0.036853123, 0.019228175, -0.011256311, -0.00052403373, 0.022464087, 0.013460657, -0.04980882, 0.042343345, -0.056514982, -0.045579087, -0.040569905, 0.0021048123, -0.04250296, 0.019913156, -0.048972823, -0.014922827, 0.0012053598, -0.026938865, -0.008342184, 0.02263069, -0.0002962029, 0.036116738, 0.033308424, 0.039359804, -0.028257634, -0.010049285, -0.033700563, 0.010738683, -0.0066049085, 0.0052044173, -0.024095446, 0.040240966, 0.023067541, -0.039366167, -0.016283806, 0.040365808, 0.008928157, -0.047446325, 0.0037062783, 0.03074626, 0.025435688, 0.0388708, 0.038613476, 0.018911943, -0.014907235, 0.041277036, -0.023025585, 0.037373144, 0.043446038, 0.054751404, 0.034186736, 0.008180039, 0.024942636, -0.045128103, -0.04152424, 0.052694652, -0.044578213, 0.0053677205, -0.026258463, -0.02413645, 0.031342324, -0.04815242, 0.0237387, -0.002565088, 0.044898402, 0.02671949, -0.010289396]"
curry_sauce,"[-0.029914161, 0.024521584, 0.024002042, 0.029051144, -0.029492674, 0.015191301, 0.012651817, 0.029935146, 0.031523824, 0.032402214, -0.01609051, 0.013758895, 0.03074402, -0.01596705, -0.014922324, 0.025567293, -0.0147667555, 0.023994872, 0.01571623, 0.022538241, -0.029525407, -0.016673949, 0.015384506, -0.027955318, -0.017613096, 0.026212366, -0.026707731, -0.0313128, -0.026606403, -0.01870832, 0.022776147, -0.024240986, 0.027209887, 0.02917582, 0.015133469, -0.013710692, 0.021032516, 0.013065254, 0.013992819, -0.02595588, 0.03259139, -0.01833101, -0.020886295, -0.026076177, 0.026778456, -0.031710226, 0.030351277, -0.023377929, -0.018881269, 0.014056912, -0.018663995, -0.019283868, 0.025574578, 0.019919077, 0.028591136, 0.018275943, 0.022186456, -0.029602477, -0.017703008, -0.01415439, -0.015696751, -0.02072409, 0.025085963, -0.031705245, 0.013728002, 0.012184089, -0.015372974, -0.0269759, 0.028254017, 0.029581886, -0.017912535, -0.033649407, 0.020422576, 0.026881866, 0.026569797, 0.028694157, 0.026713517, -0.019811202, 0.02439272, -0.023043066, 0.020014301, 0.029162033, 0.023680046, 0.028489523, -0.023014411, 0.027859632, -0.013857926, -0.028091678, 0.02162894, -0.01921535, -0.013987781, -0.015099092, -0.021086408, 0.01781402, -0.028458817, 0.027576024, -0.024842557, 0.024262106, 0.0153110055, 0.012954064]"
toast,"[-0.029402291, 0.039963037, 0.02292221, 0.025697432, -0.019269696, 0.027455939, 0.017598812, 0.03253361, 0.035162307, 0.014678685, -0.025378823, 0.038822822, 0.029194351, -0.033718027, -0.018664634, 0.030119877, -0.03618901, 0.019601, 0.037774477, 0.032951567, -0.023622314, -0.022307657, 0.029870983, -0.014316596, -0.015148197, 0.037587665, -0.030171458, -0.031038942, -0.028867798, -0.030157251, 0.024137773, -0.012258718, 0.018463893, 0.028951686, 0.019752814, -0.015601593, 0.016290603, 0.026052149, 0.019611327, -0.03529289, 0.03854409, -0.030484883, -0.029755369, -0.028671222, 0.014748397, -0.030418396, 0.016147481, -0.030404704, -0.026834173, 0.02884966, -0.02376969, -0.017587362, 0.028160583, 0.031023545, 0.016470056, 0.028301753, 0.020202382, -0.03183797, -0.022445342, -0.021973426, -0.012544195, -0.0341485, 0.01489975, -0.02431609, 0.032238957, 0.02127889, -0.032667086, -0.016809702, 0.03182698, 0.01474194, -0.036257498, -0.0135101015, 0.022629542, 0.019259233, 0.03797072, 0.031012215, 0.017641978, -0.015139123, 0.038728368, -0.024637623, 0.030140273, 0.033887025, 0.038017154, 0.018863628, -0.008826333, 0.030230924, -0.032408386, -0.026837198, 0.025491163, -0.038189955, -0.03019864, -0.03342439, -0.023762852, 0.023641856, -0.037756413, 0.03506009, -0.029175004, 0.02464605, 0.029164573, 0.02656103]"
fresh_mozzarella,"[-0.036809813, 0.053962007, 0.01971132, 0.007971391, -0.06404036, 0.02035647, 0.0046844883, 0.03693442, 0.03686522, 0.028109532, -0.026474254, 0.059532464, 0.08342203, -0.05118056, -0.007522033, 0.045976978, -0.028989797, 0.025957735, 0.05511428, 0.06964789, -0.037868064, 0.008220726, 0.0063620103, 0.008490721, 0.0036826197, 0.060395714, 0.0012147763, -0.055520292, -0.051570598, -0.0058999173, 0.040307667, 0.0201878, 0.032443583, 0.03463235, 0.006609861, -0.00038722783, 0.015764844, 0.017772576, 0.0064876834, -0.056271903, 0.056147803, -0.062516786, -0.04940067, -0.030389098, 0.006108175, -0.045304615, 0.020435901, -0.039937336, -0.015390342, 0.0046985904, -0.023294847, -0.013240229, 0.020694038, -0.010795103, 0.039105605, 0.027653657, 0.030284295, -0.009972823, 0.01334888, -0.016320249, -0.00063195423, -0.0042320155, 0.003781871, -0.020733798, 0.024058828, -0.014476072, -0.023804292, 0.013938693, 0.04260043, -0.012714795, -0.07543807, -0.016268797, 0.04706743, 0.010322394, 0.036956247, 0.042484492, 0.010280196, -0.017719187, 0.039046794, -0.00083882245, 0.046612162, 0.06291796, 0.07453786, 0.0314344, 0.010073645, 0.0315902, -0.034214325, -0.040657155, 0.05004697, -0.034751154, 0.029571628, -0.016401794, -0.032022912, 0.02925723, -0.04307289, -0.011064412, 0.009679472, 0.04861977, 0.036579557, 0.015361232]"
chinese_sausage,"[-0.03976978, 0.032377925, 0.033686105, 0.035304774, -0.03371428, 0.038812276, 0.03105932, 0.036286093, 0.028518979, 0.037747182, -0.037771326, 0.04077496, 0.0319664, -0.041968223, -0.029976398, 0.02853835, -0.04021418, 0.03945031, 0.038676485, 0.029969694, -0.03315662, -0.032803778, 0.023971306, -0.028259754, -0.037503038, 0.037714507, -0.018379914, -0.043204788, -0.032946333, -0.036817044, 0.038456317, -0.008970576, 0.022828275, 0.036580406, 0.025134495, -0.028681522, 0.033180743, 0.03260907, 0.020142777, -0.024610285, 0.030719254, -0.039657157, -0.035446357, -0.04062325, 0.02075293, -0.032578025, 0.025125312, -0.032746565, -0.038253896, 0.01693497, -0.04005026, -0.01631027, 0.02740626, 0.0141917765, 0.036923088, 0.037853662, 0.026606722, -0.02655148, -0.023742603, -0.02924981, -0.022275187, -0.03381223, 0.03444193, -0.027421527, 0.04072748, 0.03541929, -0.038439352, -0.03490148, 0.032628935, 0.027241146, -0.030960102, -0.024059642, 0.03370311, 0.031476174, 0.033257183, 0.031272966, 0.022819532, -0.023266442, 0.02607587, -0.025135979, 0.027243467, 0.032988194, 0.03309618, 0.031363256, -0.018867552, 0.024233103, -0.03778299, -0.03881854, 0.033719122, -0.04175309, -0.025993556, -0.029166318, -0.028288893, 0.027288329, -0.04157113, 0.03365964, -0.01709308, 0.031828668, 0.037125856, 0.035255667]"
fermented_black_beans,"[-0.030670367, 0.031385478, 0.0057513374, 0.030186983, -0.058832053, 0.015866697, 0.017053185, 0.02904884, 0.025392113, 0.053946637, -0.032168932, 0.033498075, 0.046482313, -0.020400839, -0.0017253364, 0.033904687, -0.02997545, 0.04094054, 0.027245795, 0.04859528, -0.043364886, -0.014457784, 0.018519178, 0.004890794, -0.016782269, 0.052728638, -0.027531294, -0.041797645, -0.03362732, -0.02712865, 0.0358764, 0.013422552, 0.038378984, 0.025665052, 0.019834585, -0.022376578, 0.009959265, 0.030632129, 0.0077221864, -0.039987426, 0.03902794, -0.026989918, -0.046129834, -0.035770636, -0.002578858, -0.044287007, 0.018618405, -0.030791147, -0.028791107, 0.0122096585, -0.034297284, -0.009562855, 0.025762148, 0.011343276, 0.057870395, 0.03697704, 0.05105784, -0.015709052, 0.012973312, -0.030304264, -0.009254863, -0.020496413, 0.0059723957, -0.038628124, 0.030267239, 0.0046550822, -0.024003586, -0.024086175, 0.044202004, 0.01396083, -0.03306844, -0.008346629, 0.042500686, 0.034334935, 0.036508035, 0.021762688, 0.019967487, -0.014506137, 0.036905486, -0.028426778, 0.04550906, 0.0473622, 0.050718606, 0.03941522, -0.0035152566, 0.046878345, -0.034504347, -0.03018624, 0.030777564, -0.026833288, -0.006447469, -0.037588365, -0.035914555, 0.024494441, -0.038243856, 0.018386865, 0.0038637195, 0.043011956, 0.031496692, 0.007839186]"
pickle_relish,"[-0.021443112, 0.03213535, 0.030343862, 0.02493776, -0.037324786, 0.0316655, 0.022135528, 0.034071174, 0.025631804, 0.025661105, -0.022762671, 0.030568378, 0.03921285, -0.03834154, -0.020448914, 0.03534444, -0.024643509, 0.02493498, 0.022787571, 0.024249235, -0.02706893, -0.013637397, 0.0341596, -0.008997992, -0.023911057, 0.03498197, -0.012407661, -0.043068003, -0.040286474, -0.03039205, 0.022803774, -0.014705491, 0.038885012, 0.022810195, 0.026394155, -0.032768674, 0.03237939, 0.028855547, 0.01651576, -0.023842035, 0.034516696, -0.033438005, -0.037430502, -0.03565315, 0.02624267, -0.039299555, 0.03516601, -0.023305934, -0.01827204, 0.019986706, -0.02288107, -0.017297452, 0.02980966, 0.022229256, 0.034657214, 0.02831596, 0.026470097, -0.030758088, -0.014506408, -0.025414018, -0.009581276, -0.02127597, 0.022788007, -0.027696362, 0.039775934, 0.014115096, -0.026642336, -0.027947046, 0.03342439, 0.022971699, -0.027657188, -0.0170706, 0.0338715, 0.018368585, 0.020361343, 0.020791072, 0.02405815, -0.022253765, 0.024183402, -0.013788022, 0.038219918, 0.035126776, 0.033176463, 0.037338663, -0.019337673, 0.029052135, -0.023416638, -0.03835839, 0.028710518, -0.030274045, -0.016765457, -0.022755617, -0.038389537, 0.023235586, -0.03207742, 0.024227258, -0.015134626, 0.03743424, 0.035890132, 0.026197232]"
firmly_packed_light_brown_sugar,"[-0.026630329, 0.030879378, 0.029812934, 0.028342018, -0.052638926, 0.010335986, 0.023267485, 0.04911038, 0.016483909, 0.036286987, -0.04555707, 0.01792426, 0.01004746, -0.02053852, -0.025204623, 0.037357625, -0.01987574, 0.037201684, 0.028660549, 0.0067242356, -0.050462194, -0.010285271, 0.027467387, -0.029508896, -0.030609481, 0.030385798, -0.031228596, -0.059621193, -0.020562137, -0.02514628, 0.03977628, -0.023947407, 0.05101331, 0.007326285, 0.02634163, -0.03815578, 0.043141466, 0.029034534, 0.02266286, -0.02160816, 0.033320557, -0.009267692, -0.045147125, -0.035338894, 0.025615701, -0.017872121, 0.02687306, -0.0052429354, -0.023553502, 0.018512392, -0.03070629, -0.033926867, 0.020686662, 0.011762707, 0.038277972, 0.023571592, 0.036172137, -0.032632258, -0.011934976, -0.035873525, -0.026715929, -0.035789657, 0.02672303, -0.034050055, 0.029868303, 0.0096131675, -0.010777578, -0.023928927, 0.028055014, 0.01774521, -0.009673406, -0.03431937, 0.015756387, 0.024163926, 0.019970013, 0.021637745, 0.043538976, -0.024878383, 0.028809905, -0.038359627, 0.014687661, 0.021388253, 0.019263282, 0.032056157, -0.03793725, 0.041998114, -0.026870774, -0.037412297, 0.015783709, -0.026538258, -0.009522055, -0.028947523, -0.0305126, 0.02908288, -0.020814206, 0.023861373, -0.023017878, 0.027353125, 0.039784055, 0.02330364]"
dried_pasta,"[-0.03775314, 0.021714784, 0.017481465, 0.019836124, -0.025300525, 0.02210733, 0.031928174, 0.031920757, 0.0374577, 0.030793283, -0.03399503, 0.02429887, 0.029552886, -0.027803032, -0.022382433, 0.040469505, -0.022622487, 0.026642779, 0.032628644, 0.03470637, -0.027497062, -0.03183386, 0.0293438, -0.026729073, -0.03401176, 0.030751437, -0.02804845, -0.024379216, -0.026071217, -0.022068692, 0.033267878, -0.020792866, 0.03426726, 0.028102215, 0.0183416, -0.027282696, 0.029643398, 0.01750864, 0.023255482, -0.031592324, 0.02564337, -0.03786596, -0.03166241, -0.030460035, 0.017426828, -0.03136232, 0.034432877, -0.038329635, -0.026803885, 0.03518693, -0.02670703, -0.02959903, 0.026119044, 0.022473993, 0.042270742, 0.021984128, 0.040632248, -0.037269454, -0.032395113, -0.028098442, -0.021453803, -0.034514777, 0.016956244, -0.030084884, 0.022944234, 0.027731441, -0.019589154, -0.020554658, 0.028783983, 0.018808931, -0.029745279, -0.031256486, 0.034938462, 0.023080412, 0.02420267, 0.021701455, 0.030623656, -0.024184145, 0.032916326, -0.027610337, 0.027949784, 0.03772946, 0.040162306, 0.03378619, -0.029143268, 0.03751491, -0.025137993, -0.028053548, 0.021494469, -0.026767367, -0.023752045, -0.027707333, -0.02835093, 0.022195935, -0.025546024, 0.021442922, -0.019037517, 0.02378268, 0.03704907, 0.029560812]"
